,nickname,contents,datetime
917,영화돼지(o_ox****),예측불허.신선합니다.재밌습니다.  ,2017-05-17 23:54:00
918,푸하하(haha****),마을 입구 경찰과의 장면을 되새겨 보게 되네요.  ,2017-05-17 23:51:00
919,한성짱짱맨(honl****),곡성같은 분위기. 오랜만에 손에 땀을 쥐었네요!  ,2017-05-17 23:35:00
920,cecilia(bewi****),교묘하게 차별하는 게 현실과 다르지 않아 역겹더라. 얼마나 억울할까..얼마나 억울했을까..  ,2017-05-17 21:55:00
921,wpdn****,관람객영하를 보면서 처음느껴보는 기분이였고요 신선하고 전반적으로 다 재미있었습니다 !! 근데 마지막이 너무 빨리 끝내려는 거 같아서 아쉬웠어요  ,2017-05-17 21:29:00
922,sad9****,예고편이 거의 영화내용이긴한데 bgm이나 영상기법이 되게 몰입되게 만들어줘요  ,2017-05-17 19:21:00
923,박보영존예보스(8808****),생각보다 재밌었지만 징그러웠다 따흑  ,2017-05-17 18:35:00
924,나는나(sori****),보다보면 혹시 이러지 않을까? 했던게 실제로 일어남. 끝나고 주변 사람을 다시 한번 훑어보게 됨 ㅋㅋ  ,2017-05-17 13:17:00
925,해골탱(phlp****),귀신공포보다 무섭게 심리를 건드리는 스릴러가 여기있네  ,2017-05-17 02:48:00
926,강지(outo****),대다나다.. 모든 복선들이 다 연결이 되다니요~b  ,2017-05-17 02:45:00
927,하하(semi****),침전의 방 속에서 고통 받고 있었을 영혼들을 생각하면 더 소름 돋는 영화  ,2019-03-27 14:07:00
928,umk4****,9점만들어야지ㅎㅎㅎ  ,2019-03-24 23:35:00
929,넘버원(iron****),조던필 감독은 천재인 듯  ,2019-03-23 08:55:00
930,yong****,수술대에서 의사 혼자서 할수 있다는게 놀라울뿐  ,2019-03-20 11:51:00
931,여우비양(apro****),첨영화봤을땐제대로이해못해서재미없다싶었는데2번째보니 재밌네요  ,2019-03-19 23:59:00
932,113601(thsu****),인생 영화임 그냥 스토리가 재밌음  ,2018-04-16 18:48:00
933,썬(kosk****),s...t...a..y....  ,2017-10-09 00:39:00
934,서기(koan****),관람객킬링타임용 B급 영화로 나쁘지 않았음  ,2017-06-18 21:59:00
935,dlwj****,관람객정원사와 주방할매 정체에 소름 돋았고 여지친구의 반전 모습에 또 힌번 소름 돋음.무서웠음.  ,2017-06-18 07:43:00
936,Bump of chicken(pock****),관람객보고나서 탈곡기처럼 탈탈털림  큰그림에...  ,2017-06-16 22:18:00
937,Effort(kiba****),관람객신선하고 재미있었으나 역대급 영화라고 찬사하는 부분은 이해가 되지 않는다. 극장보다는 나중에 IPTV에서 킬링 타임용으로 사람들이 많이 찾을 것 같은 영화. B+  ,2017-06-15 19:38:00
938,판타스틱싱어(coco****),초반에 지루할 수 있는 30분을 버티면 그 뒤로 역대급 충격을 맛볼 수 있다. 더 충격인건 이 영화가 감독의 데뷔작이라는 거  ,2017-06-06 04:45:00
939,정유진(wodl****),관람객예고편에서 너무 많은것을 보여줘서 아쉬웠어요..  ,2017-05-31 17:43:00
940,RDS박재현(rds_****),석양 비치는 해변도로를 40km 달리다해가지고 180km 달리는 어처구니없는 내용전개...  ,2017-05-25 00:27:00
941,sglist(sgri****),미쳤음.. 신선함...보면 알 수 있음  ,2017-05-23 23:44:00
942,이재형(bora****),최면에 걸려서 내가 잠들었네;;  ,2017-05-23 22:10:00
943,전원석(pass****),흑인 친구가 스포일러. 솔직히 해석이 굳이 필요없는 영화.  ,2017-05-23 19:18:00
944,생강이(limp****),전체적으로 전개가 빠름   어어어 하다 결말   기대치와 긴장감이 올라가다  100까지 찍지못하고 80에서 끝나는 느낌  ,2017-05-23 17:40:00
945,shy(hway****),와 원래 리뷰평점 안남기는데 이영화때문에 남김 영화보는동안 시간 가는줄모름 영화보면서 폰한번도 안쳐다봄 쫠깃쫠깃 최고네 ㅋㅋ 다시보고싶음  ,2017-05-22 23:12:00
946,karis1004(9212****),봤던 영화 중 손에 꼽을 정도로 최억인 영화호불호 심하게 갈릴 듯 ..  ,2017-05-22 21:18:00
947,wnst****,그 할아방구 뛰어올 때랑 웃으면서 눈물흘릴때 와.... 소름  ,2017-05-22 16:04:00
948,BLANCMAIN(henr****),그냥 B급 미국영화. 노잼 노스트레스  ,2017-05-22 14:57:00
949,ddydyd(yhj4****),"라이트아웃,인시디어스,컨저링보다 나를긴장하게한영화  ",2017-05-22 11:56:00
950,혜미(plml****),예고편이 다한영화는 처음이엇다 그래서더 실망스러웟답 기대치엔미치지못하는영화 ..ㅠㅠㅠ  ,2017-05-22 09:22:00
951,jhyo****,재미있게보긴했는데 큰기대는안하셨음요ㅎㅎ옆에자는사람들많았음 나름신선한영화 인종차별에대해다시한번생각하게되눈영화입니다  ,2017-05-21 23:09:00
952,럭셔리(ces0****),뭐 이렇게 까지 높은 평점을 줄 이유가 있을까? 진부하고 뻔한 내용인것을...  ,2017-05-21 23:09:00
953,뤼야(find****),무슨 반전이 있다는건지.. 사람들 말보고 끝까지 반전 기대했는데 그런건 없음. 그냥 진행방향대로 쭉흘러감. 세세한 복선들은 인상적임. 그런데 그 복선이 영화의 흐름에는 그닥 큰 작용을 하지는 않음. 잘 맞아 떨어지는 곁가지 느낌? 암튼 재미는 있음.  ,2017-05-21 22:26:00
954,NickName(tuna****),"로튼토마토 99점 받은게 전혀 납득되지 않는 영화다. 흑인 인종차별과 무관한 문화권에 살아서 뭔가 이해하지 못한게 있는지는 모르겠다만, 인종차별에 대한 메시지를 빼놓고 영화로써 평가하자면 스토리도, 연출력도 딱히 특별할것 없다. 그저그런 흔한 스릴러  ",2017-05-21 21:40:00
955,상사화(neww****),솔직히 말해서 한국 영화 보단 재미있지ㅋㅋ  ,2017-05-21 15:48:00
956,miluju tebe(uthi****),신선한 소재... 정말 그거 하나뿐이다. 친구의 하드캐리 제외.  ,2017-05-21 14:02:00
957,해움반승민엄마(susi****),뭐..다들 아는 그것에서  멈춤니다ㅋ뭐 엄청난 반전은 아예없음  쓸더없이 평이높아요  조조로 보긴딱좋음ㅎ돈자주고 보믄 바보짓  ,2017-05-21 13:05:00
958,램페이지(die9****),예고편이 끝인 영화..신선하다며 띄워줬는데 B급 그 이상 그 이하도 아닌 영화  ,2017-05-21 12:53:00
959,purp****,평소 스릴러를 즐겨보지 않는 분들에게는 평점이 높을 것같아요 하지만 저처럼 스릴러 매니아에게는 그저 평범한 영화 중 1편 일뿐 뻔한 스토리에 크게 감흥은 없네요  ,2017-05-21 12:26:00
960,김운하(unha****),이 영하 터질만 하다. 왜 진작 개봉 안했나  ,2017-05-21 11:07:00
961,Wyverpool(neuf****),예상가능하면서도 이렇게 재밌는 영화는 처음이다 ㅎㅎ  ,2017-05-21 11:06:00
962,퐁당(life****),여주가 뒤로 갈수록 카리스마가 ..  ,2017-05-21 11:05:00
963,이석희(seok****),시리얼고급스럽게 먹는영화  ,2017-05-21 03:10:00
964,힝킁(yiel****),로튼 지수도 높고 곡성같은 영화래서 기대하고 봤다가 실망했음;; 그냥 전형적인 미국 스릴러 영환데 ??? 재미는 있습니다. 깔끔한 마무리..  ,2017-05-21 03:01:00
965,mjg1****,파티때 검정색 차에서 백인들 내리는거 보고 흑인몸에 백인들이 지배한다고 느낌 나만 알았나?  ,2017-05-21 01:03:00
966,김춘화(kku9****),자꾸 미국판 곡성이라는데 곡성은 겟아웃에 비비지도못할영화  ,2017-05-21 00:03:00
967,ojh6****,관람객소재가 참신한 것 같다. 조금 뻔하긴 하였지만 쫄깃함.  ,2017-05-20 23:37:00
968,KBS수신료인상반대(jm_n****),예고편 절대 보지 마세요  ,2017-05-20 22:46:00
969,wsko****,관람객재미있었지만 후반부는 조금 실망적  ,2017-05-20 20:22:00
970,초코초쿠(steg****),호불호가 많이 갈릴듯합니다 개인적으로 매우 불호입니다..  ,2017-05-20 13:52:00
971,딸기마마(anld****),이건 미쳤다. 감독이 천재다. 영화를 본 후 기승전결이 완벽한 영화라는 생각밖에 들지 않았다. 남자친구가 보면서 손에 땀을 쥔 영화...!  ,2017-05-20 01:39:00
972,ldj0****,스켈레톤 키가 없었다면 더 높이 평가받았을 스릴러.  ,2017-05-20 00:56:00
973,chyk****,흠냐..중간까진진짜좋았는데!영화특이하고..남편이랑같이보면서도 뭐지?뭐지?다음내용기대되고흥미진진하고그랬는데~하반부부터급!재미없어지고..허무한결말..ㅠ  ,2017-05-20 00:04:00
974,큰손님(yolo****),영화중반에 스켈레톤키가 떠오르면서 흥미를 잃음  ,2017-05-19 21:44:00
975,차명선(myun****),"마지막 주인공의 한방, 속시원 ㅋㅋ  ",2017-05-19 10:54:00
976,훈글로벌(hoon****),"백인감독이 만들었다면 천재감독이라고 호들갑을 떨었을 영화! 냉정히 평점 8.7~9.1사이로 보지만, 현재점수가 너무 후져 10점 놓고 감.  ",2017-05-18 22:48:00
977,ghwl****,"개좋다 미술, 카메라 워킹, 음악, 떡밥, 연출 다 취향 저격 탕탕 당해버림. 갠적으로 음악 역할이 컸다고 생각하기때문에 영화관 추천합니다. 저도 제값죽고 영화관에서 떡밥 하나하나 되새기며 다시 볼 용의가 있음  ",2017-05-18 22:21:00
978,lv_v****,관람객영화를 보고나온후에도 긴장감이 사라지질않았네요 그렇지만 생각한거보다 많이신선하거나 반전이 어느정도는 예상되는느낌??  ,2017-05-18 22:16:00
979,쿨가이(qora****),관객을 놀이기구에 태운다최고의 롤러코스트를 태우기위해 타기전의 기다림과 타고난후의 쾌감이 정확히 맞아떨어진다감독의 다음작품또한 기대되게만든다  ,2017-05-18 21:55:00
980,사자어흥(sasc****),스토리 하나는 정말 신선했다. 다만 예측가능한 전개가 아쉽다.  ,2017-05-18 21:49:00
981,재주소년(deod****),"조던 필레를 웃기는 형이 아닌 대단한 감독으로 각인시킨 작품이었다. 연출, 음악, 스토리, 복선...어느거 하나 빠질것 없이 간만에 완벽한 스릴러 한편을 보았다.  ",2017-05-18 21:29:00
982,Ehan(ehan****),예측가능? 그러나 묘한 분위기와 소름돋는 장면들은 예측불가  ,2017-05-18 21:18:00
983,e비서(ebse****),"진짜 이게 첫 스릴러 영화 연출이라는게 믿기지 않을정도, 감독 천재다  ",2017-05-18 21:16:00
984,jeos****,"말 많은 영화라 일단 봤는데, 그냥 빠져들게 되더라  ",2017-05-18 21:10:00
985,jiyo****,다른영화들과 비교불가  ,2017-05-18 21:09:00
986,축구왕통키(irim****),결말 예상한거가지고 뭘 대단한거 마냥 ㅋㅋㅋㅋ 영화 흐름 따라가다 보면 대부분이 예측할 수 있는데 ㅋㅋ 하여간 반전 타령만 하는새기들 ㅉㅉㅉ  ,2017-05-18 19:25:00
987,최민경(mann****),루즈한 소설. 뻔한 떡밥.  ,2017-05-18 12:59:00
988,아아아아아아아아아(ji65****),관람객인종차별이라는 신선한 소재와 반전도 있고 효과음땜에 더 몰입한듯ㅎㅎ  ,2017-05-18 11:09:00
989,you(rma5****),관람객영화 재밌게 봤습니다 너무 과장되지도 억지스럽지도 않게 스토리가 이어져서 시간 가는줄 모르고 봤네요 ~  ,2017-05-18 02:53:00
990,대민한국(torh****),존 말코비치 되기 다운그레이드 버전  ,2017-05-18 02:43:00
991,신배욱(cafe****),관람객너무 재밌게 봤습니다 ㅎㅎ  ,2017-05-17 23:43:00
992,tjrh****,신선하긴 한데 전개가 너무 뻔함  고퀄킬링타임용  ,2017-05-17 23:33:00
993,지식발전소(whit****),다들 경찰차엔 백인이 타고 있었을 거라고 생각했을걸.  ,2017-05-17 22:59:00
994,나링(shin****),관람객영화 끝난 후 장면 하나하나 곱씹을때마다 소름돋았어여..쫄보에게는 보기 힘든 영화였지만 후회하지는 않습니당 다들 보세영  ,2017-05-17 21:40:00
995,안형준(666f****),솔직히 점수엔 후한 편인데.. 보시면서 반전 예상하시면 아마 예상하시는대로 전부 맞을겁니다 나름 신선한걸 들고 나와서 기대하고 봤는데 오~ 할만한건 배우들 연기력뿐.. 생소한 얼굴들이 많은데 연기는 정말 소름 끼치더군요 반전은 소재에 비해 식상합니다.  ,2017-05-17 18:10:00
996,평화주의자(mss9****),다시봐도 재밌네.. 연출 쩐다; 한국도 이렇게영화 좀 잘 만들어봐라.. 좋은 배우는 널렸는데  ,2019-03-16 23:54:00
997,쏘혜(wjdt****),뭔가 답답하다....  ,2017-06-02 13:32:00
998,bles****,관람객솔직히 별로 재미없다 장난하나  ,2017-05-30 08:38:00
999,이강우(rain****),너무 뻔한스토리 ... 실망했어요  ,2017-05-23 22:16:00
