word,tf
밥,2.58
상,2.0
탐하,1.0
권유,2.0
자네,2.58
며칠,1.0
건드리,1.0
심상,2.0
진행하,1.0
금방,1.0
판,2.58
엉망진창,1.0
처리,1.0
친구,4.58
모으,3.58
성공,2.0
모자,2.0
삼키,2.58
무렵,1.0
다녀오,1.0
친모,1.0
칼,3.32
입건,1.0
형태,1.0
신념,2.0
연락,3.32
위압감,1.0
서울,2.0
도주,2.0
되돌아오,2.0
겨우,1.0
의미심장,1.0
바로,5.58
엇갈리,1.0
서둘,1.0
뒤지,3.0
한참,2.0
골목,2.0
어귀,1.0
자리,3.81
꽂히,2.0
분간,1.0
이러,2.0
저러,1.0
동동,1.0
통,2.0
증폭,1.0
울음소리,2.0
떨치,1.0
도착,4.58
마주하,2.0
뒤늦게,2.0
지나치,2.0
주방,1.0
다용도,2.58
실,2.58
싸늘,1.0
핵심,1.0
키워드,1.0
극,4.17
무영,2.0
하필,2.58
답,3.58
각기,2.0
달르,1.0
녀석,1.0
운,1.0
애비,1.0
스토리,4.46
굳이,2.0
정사,1.0
만약,2.0
굳건,1.0
달라지,2.0
나이,1.0
회의,1.0
신부,3.32
시장,1.0
장수,1.0
넘어가,1.0
삼만,1.0
순서,1.0
순,1.0
동일,3.0
비롯,1.0
종착점,1.0
파멸,1.0
끝없이,1.0
관람객,2.0
꼬리,1.0
늘어지,1.0
십분,1.0
동감,1.0
괜찮,2.0
개인,2.0
적인,3.0
번째,4.32
광경,3.0
담배,1.0
처마,2.0
밑,2.58
그리,4.46
모양새,1.0
방,4.0
칸,2.0
추측,3.32
남편,2.58
판단,3.0
뛰어들,1.0
참변,1.0
패인,1.0
하수인,1.0
개개,1.0
악귀,4.46
다양,3.0
일단,3.32
답변,2.0
내놓,2.0
관계,3.32
부족,3.0
개연성,2.0
다소,1.0
단순,2.58
일차원,2.0
커플,2.0
빻,1.0
쮸,1.0
대놓,1.0
힌트,1.0
말과,1.0
질리,1.0
둘,3.32
충분,2.0
맞물리,1.0
정상적,2.58
도망,2.0
가버리,2.0
